ProjectID,Date,EmployeeID,StoryID,Hours
16478920,6/2/2022,147853,59,3.6
16478920,6/2/2022,141023,290,2.6
16478920,6/2/2022,245984,703,6.5
16478920,6/2/2022,345789,290,3.8
16478920,6/2/2022,476254,241,4
16478920,6/2/2022,741354,898,4.2
16478920,6/2/2022,632148,393,2.4
16478920,6/2/2022,258741,820,6.5
16478920,6/2/2022,963258,191,4
16478920,6/2/2022,789654,965,4.4
16478920,6/2/2022,654123,263,5.2
16478920,6/2/2022,123654,901,5.8
16478920,6/2/2022,456987,575,2.7
16478920,6/2/2022,547812,333,6.6
16478920,6/2/2022,982147,422,6.7
16478920,6/2/2022,854187,381,2.7
16478920,6/2/2022,683192,620,2.8
16478920,6/2/2022,885962,639,4.5
16478920,6/3/2022,125689,671,6.6
16478920,6/3/2022,127843,930,2.1
16478920,6/3/2022,123491,656,7.2
16478920,6/3/2022,125729,569,5.3
16478920,6/3/2022,127841,393,7.3
16478920,6/3/2022,126234,337,3
16478920,6/3/2022,164945,884,3.8
16478920,6/3/2022,134875,215,2.5
16478920,6/3/2022,147853,127,5.6
16478920,6/3/2022,141023,276,6.6
16478920,6/3/2022,245984,614,2.4
16478920,6/3/2022,345789,864,2.1
16478920,6/3/2022,476254,136,4.1
16478920,6/3/2022,741354,393,2.2
16478920,6/3/2022,632148,548,7.4
16478920,6/3/2022,258741,731,2.3
16478920,6/3/2022,963258,604,5.6
16478920,6/3/2022,789654,918,2.9
16478920,6/3/2022,654123,408,2.1
16478920,6/3/2022,123654,306,3.9
16478920,6/3/2022,456987,427,5.7
16478920,6/3/2022,547812,926,3.2
16478920,6/3/2022,982147,401,2.7
16478920,6/3/2022,854187,154,6.2
16478920,6/3/2022,683192,794,5.3
16478920,6/3/2022,885962,439,2.9
16478920,6/6/2022,125689,572,7.7
16478920,6/6/2022,127843,504,6.8
16478920,6/6/2022,123491,647,2.7
16478920,6/6/2022,125729,886,3
16478920,6/6/2022,127841,520,3.4
16478920,6/6/2022,126234,138,2.5
16478920,6/6/2022,164945,189,3.2
16478920,6/6/2022,134875,218,2.6
16478920,6/6/2022,147853,401,6.3
16478920,6/6/2022,141023,385,5.7
16478920,6/6/2022,245984,103,5.4
16478920,6/6/2022,345789,472,3.9
16478920,6/6/2022,476254,797,3.7
16478920,6/6/2022,741354,483,4.7
16478920,6/6/2022,632148,929,5.9
16478920,6/6/2022,258741,351,6.5
16478920,6/6/2022,963258,898,2.3
16478920,6/6/2022,789654,832,6.2
16478920,6/6/2022,654123,348,4.1
16478920,6/6/2022,123654,861,5.6
16478920,6/6/2022,456987,308,2.4
16478920,6/6/2022,547812,306,3.8
16478920,6/6/2022,982147,257,2.1
16478920,6/6/2022,854187,825,6.3
16478920,6/6/2022,683192,541,3.9
16478920,6/6/2022,885962,580,2.2
16478920,6/7/2022,125689,260,3.4
16478920,6/7/2022,127843,668,2.4
16478920,6/7/2022,123491,501,2.6
16478920,6/7/2022,125729,710,4.1
16478920,6/7/2022,127841,560,7.7
16478920,6/7/2022,126234,858,2.4
16478920,6/7/2022,164945,277,2.7
16478920,6/7/2022,134875,379,4.2
16478920,6/7/2022,147853,408,3.9
16478920,6/7/2022,141023,34,6.4
16478920,6/7/2022,245984,360,7.8
16478920,6/7/2022,345789,191,6.7
16478920,6/7/2022,476254,356,5.9
16478920,6/7/2022,741354,92,2.9
16478920,6/7/2022,632148,860,3.4
16478920,6/7/2022,258741,549,7.3
16478920,6/7/2022,963258,713,3.1
16478920,6/7/2022,789654,118,4.4
16478920,6/7/2022,654123,611,6.3
16478920,6/7/2022,123654,528,7.6
16478920,6/7/2022,456987,134,3.8
16478920,6/7/2022,547812,907,7.8
16478920,6/7/2022,982147,621,7.2
16478920,6/7/2022,854187,965,6.4
16478920,6/7/2022,683192,729,3.1
16478920,6/7/2022,885962,12,7.5
16478920,6/8/2022,125689,710,3.3
16478920,6/8/2022,127843,907,3.7
16478920,6/8/2022,123491,461,2.9
16478920,6/8/2022,125729,218,2.4
16478920,6/8/2022,127841,21,4.9
16478920,6/8/2022,126234,775,4.4
16478920,6/8/2022,164945,415,3.6
16478920,6/8/2022,134875,618,5.8
16478920,6/8/2022,147853,341,7
16478920,6/8/2022,141023,902,3.4
16478920,6/8/2022,245984,753,4.6
16478920,6/8/2022,345789,452,3.8
16478920,6/8/2022,476254,31,5.9
16478920,6/8/2022,741354,537,6
16478920,6/8/2022,632148,398,6.4
16478920,6/8/2022,258741,410,7.3
16478920,6/8/2022,963258,2,7
16478920,6/8/2022,789654,427,4.9
16478920,6/8/2022,654123,3,2.6
16478920,6/8/2022,123654,468,6.7
16478920,6/8/2022,456987,223,3.5
16478920,6/8/2022,547812,53,3.4
16478920,6/8/2022,982147,282,3.3
16478920,6/8/2022,854187,939,5.4
16478920,6/8/2022,683192,765,6.7
16478920,6/8/2022,885962,71,7.6
16478920,6/9/2022,125689,599,6.9
16478920,6/9/2022,127843,762,2.4
16478920,6/9/2022,123491,837,7.7
16478920,6/9/2022,125729,922,2.2
16478920,6/9/2022,127841,722,3.4
16478920,6/9/2022,126234,833,6
16478920,6/9/2022,164945,917,3.9
16478920,6/9/2022,134875,855,6.7
16478920,6/9/2022,147853,975,3.9
16478920,6/9/2022,141023,186,3.5
16478920,6/9/2022,245984,691,2.2
16478920,6/9/2022,345789,226,4.4
16478920,6/9/2022,476254,770,2.7
16478920,6/9/2022,741354,799,3.5
16478920,6/9/2022,632148,451,2.9
16478920,6/9/2022,258741,142,7.9
16478920,6/9/2022,963258,860,7.1
16478920,6/9/2022,789654,529,6.8
16478920,6/9/2022,654123,950,4.4
16478920,6/9/2022,123654,858,2.4
16478920,6/9/2022,456987,943,2.7
16478920,6/9/2022,547812,462,2.8
16478920,6/9/2022,982147,212,6.7
16478920,6/9/2022,854187,771,4.3
16478920,6/9/2022,683192,570,3.1
16478920,6/9/2022,885962,311,5.7
16478920,6/10/2022,125689,411,7.5
16478920,6/10/2022,127843,224,3.2
16478920,6/10/2022,123491,128,5.5
16478920,6/10/2022,125729,281,3.5
16478920,6/10/2022,127841,780,3.9
16478920,6/10/2022,126234,59,2.3
16478920,6/10/2022,164945,892,5.2
16478920,6/10/2022,134875,446,2.5
16478920,6/10/2022,147853,544,2.9
16478920,6/10/2022,141023,114,3.6
16478920,6/10/2022,245984,689,2.9
16478920,6/10/2022,345789,422,3.7
16478920,6/10/2022,476254,938,2.3
16478920,6/10/2022,741354,109,3.2
16478920,6/10/2022,632148,344,2.9
16478920,6/10/2022,258741,89,2.6
16478920,6/10/2022,963258,64,7.1
16478920,6/10/2022,789654,186,3.9
16478920,6/10/2022,654123,789,7.1
16478920,6/10/2022,123654,457,6.7
16478920,6/10/2022,456987,601,3.2
16478920,6/10/2022,547812,701,3.8
16478920,6/10/2022,982147,380,7.3
16478920,6/10/2022,854187,976,2.5
16478920,6/10/2022,683192,93,2.5
16478920,6/10/2022,885962,388,3.6
16478920,6/13/2022,125689,789,2.1
16478920,6/13/2022,127843,911,6.8
16478920,6/13/2022,123491,436,2.7
16478920,6/13/2022,125729,150,7.1
16478920,6/13/2022,127841,523,7.3
16478920,6/13/2022,126234,885,6.4
16478920,6/13/2022,164945,631,3
16478920,6/13/2022,134875,897,2.6
16478920,6/13/2022,147853,68,5.6
16478920,6/13/2022,141023,772,2.8
16478920,6/13/2022,245984,314,2.5
16478920,6/13/2022,345789,353,3.9
16478920,6/13/2022,476254,992,7.7
16478920,6/13/2022,741354,450,5.5
16478920,6/13/2022,632148,376,6.3
16478920,6/13/2022,258741,526,3.8
16478920,6/13/2022,963258,327,2.7
16478920,6/13/2022,789654,485,4.8
16478920,6/13/2022,654123,797,4.3
16478920,6/13/2022,123654,121,7.8
16478920,6/13/2022,456987,834,3.8
16478920,6/13/2022,547812,125,3.1
16478920,6/13/2022,982147,231,2
16478920,6/13/2022,854187,933,4.4
16478920,6/13/2022,683192,682,3.4
16478920,6/13/2022,885962,947,3.1
16478920,6/14/2022,125689,325,7.8
16478920,6/14/2022,127843,925,3.5
16478920,6/14/2022,123491,190,7.6
16478920,6/14/2022,125729,829,6.2
16478920,6/14/2022,127841,886,4.7
16478920,6/14/2022,126234,745,3.6
16478920,6/14/2022,164945,557,3.9
16478920,6/14/2022,134875,150,6.3
16478920,6/14/2022,147853,211,6
16478920,6/14/2022,141023,327,2.6
16478920,6/14/2022,245984,499,3.5
16478920,6/14/2022,345789,81,2.2
16478920,6/14/2022,476254,121,4.5
16478920,6/14/2022,741354,93,6.8
16478920,6/14/2022,632148,533,3
16478920,6/14/2022,258741,822,7.5
16478920,6/14/2022,963258,772,6.1
16478920,6/14/2022,789654,985,6.7
16478920,6/14/2022,654123,579,2.3
16478920,6/14/2022,123654,494,2.6
16478920,6/14/2022,456987,588,6.5
16478920,6/14/2022,547812,311,2.7
16478920,6/14/2022,982147,134,5.2
16478920,6/14/2022,854187,938,7.6
16478920,6/14/2022,683192,282,5.4
16478920,6/14/2022,885962,307,5.3
16478920,6/15/2022,125689,6,6.6
16478920,6/15/2022,127843,206,5.9
16478920,6/15/2022,123491,441,5.1
16478920,6/15/2022,125729,264,6.5
16478920,6/15/2022,127841,712,4.5
16478920,6/15/2022,126234,410,2.9
16478920,6/15/2022,164945,897,6.9
16478920,6/15/2022,134875,68,5.5
16478920,6/15/2022,147853,729,2.8
16478920,6/15/2022,141023,732,3.7
16478920,6/15/2022,245984,182,2.3
16478920,6/15/2022,345789,739,2.1
16478920,6/15/2022,476254,980,2.7
16478920,6/15/2022,741354,219,2.5
16478920,6/15/2022,632148,903,7.5
16478920,6/15/2022,258741,821,2
16478920,6/15/2022,963258,532,2.7
16478920,6/15/2022,789654,902,3.2
16478920,6/15/2022,654123,814,5.2
16478920,6/15/2022,123654,495,5.3
16478920,6/15/2022,456987,552,6
16478920,6/15/2022,547812,447,3.8
16478920,6/15/2022,982147,623,4.8
16478920,6/15/2022,854187,660,3.7
16478920,6/15/2022,683192,343,3.1
16478920,6/15/2022,885962,374,4.6
16478920,6/16/2022,125689,375,7.5
16478920,6/16/2022,127843,402,3.6
16478920,6/16/2022,123491,358,4.2
16478920,6/16/2022,125729,187,3
16478920,6/16/2022,127841,391,2.8
16478920,6/16/2022,126234,659,4.2
16478920,6/16/2022,164945,813,5.5
16478920,6/16/2022,134875,748,7.8
16478920,6/16/2022,147853,660,2.3
16478920,6/16/2022,141023,926,5
16478920,6/16/2022,245984,741,7.8
16478920,6/16/2022,345789,313,2.1
16478920,6/16/2022,476254,728,7.8
16478920,6/16/2022,741354,894,2
16478920,6/16/2022,632148,185,7.7
16478920,6/16/2022,258741,101,2.8
16478920,6/16/2022,963258,663,4.4
16478920,6/16/2022,789654,951,5
16478920,6/16/2022,654123,953,6.9
16478920,6/16/2022,123654,136,5.2
16478920,6/16/2022,456987,214,2.5
16478920,6/16/2022,547812,832,3.4
16478920,6/16/2022,982147,123,3.5
16478920,6/16/2022,854187,629,2.2
16478920,6/16/2022,683192,241,3.6
16478920,6/16/2022,885962,793,4.8
16478920,6/17/2022,125689,681,4.2
16478920,6/17/2022,127843,771,2.6
16478920,6/17/2022,123491,333,3.7
16478920,6/17/2022,125729,12,3.2
16478920,6/17/2022,127841,571,3
16478920,6/17/2022,126234,957,5.1
16478920,6/17/2022,164945,586,5.7
16478920,6/17/2022,134875,714,6.4
16478920,6/17/2022,147853,505,3.4
16478920,6/17/2022,141023,649,3.6
16478920,6/17/2022,245984,131,2.7
16478920,6/17/2022,345789,429,3
16478920,6/17/2022,476254,451,7.8
16478920,6/17/2022,741354,868,6.7
16478920,6/17/2022,632148,922,3.8
16478920,6/17/2022,258741,927,6.5
16478920,6/17/2022,963258,486,2.1
16478920,6/17/2022,789654,326,2.1
16478920,6/17/2022,654123,764,7.7
16478920,6/17/2022,123654,271,2.6
16478920,6/17/2022,456987,742,7.2
16478920,6/17/2022,547812,850,2.4
16478920,6/17/2022,982147,701,6.3
16478920,6/17/2022,854187,619,3
16478920,6/17/2022,683192,972,6.8
16478920,6/17/2022,885962,891,3.8
16478920,6/20/2022,125689,389,2.5
16478920,6/20/2022,127843,205,2.9
16478920,6/20/2022,123491,503,6.4
16478920,6/20/2022,125729,108,5.7
16478920,6/20/2022,127841,620,3.8
16478920,6/20/2022,126234,323,5.5
16478920,6/20/2022,164945,283,4.6
16478920,6/20/2022,134875,737,7.1
16478920,6/20/2022,147853,334,3.1
16478920,6/20/2022,141023,768,2.4
16478920,6/20/2022,245984,973,3.6
16478920,6/20/2022,345789,429,7.7
16478920,6/20/2022,476254,193,6
16478920,6/20/2022,741354,778,6.2
16478920,6/20/2022,632148,732,4.7
16478920,6/20/2022,258741,952,4.1
16478920,6/20/2022,963258,249,3.3
16478920,6/20/2022,789654,40,5.8
16478920,6/20/2022,654123,173,3.2
16478920,6/20/2022,123654,789,5.2
16478920,6/20/2022,456987,717,3.3
16478920,6/20/2022,547812,610,5.9
16478920,6/20/2022,982147,680,2.5
16478920,6/20/2022,854187,564,2.7
16478920,6/20/2022,683192,170,3.8
16478920,6/20/2022,885962,882,6.9
16478920,6/21/2022,125689,875,2.9
16478920,6/21/2022,127843,614,2.8
16478920,6/21/2022,123491,738,4.9
16478920,6/21/2022,125729,781,2.3
16478920,6/21/2022,127841,666,7.6
16478920,6/21/2022,126234,870,2.9
16478920,6/21/2022,164945,223,3.3
16478920,6/21/2022,134875,21,3.1
16478920,6/21/2022,147853,596,6.2
16478920,6/21/2022,141023,196,2.9
16478920,6/21/2022,245984,409,3.5
16478920,6/21/2022,345789,522,3.5
16478920,6/21/2022,476254,101,4.1
16478920,6/21/2022,741354,157,5
16478920,6/21/2022,632148,175,3.1
16478920,6/21/2022,258741,651,3.1
16478920,6/21/2022,963258,51,5.1
16478920,6/21/2022,789654,44,6.8
16478920,6/21/2022,654123,659,3.1
16478920,6/21/2022,123654,718,5.5
16478920,6/21/2022,456987,275,2.7
16478920,6/21/2022,547812,255,2.6
16478920,6/21/2022,982147,467,6.4
16478920,6/21/2022,854187,233,2.1
16478920,6/21/2022,683192,291,2.3
16478920,6/21/2022,885962,97,2.3
16478920,6/22/2022,125689,315,3.3
16478920,6/22/2022,127843,183,6.3
16478920,6/22/2022,123491,909,7.9
16478920,6/22/2022,125729,681,2.7
16478920,6/22/2022,127841,782,2.9
16478920,6/22/2022,126234,656,2.2
16478920,6/22/2022,164945,963,3.4
16478920,6/22/2022,134875,948,6.9
16478920,6/22/2022,147853,404,3.9
16478920,6/22/2022,141023,232,7.2
16478920,6/22/2022,245984,531,4.9
16478920,6/22/2022,345789,199,3.3
16478920,6/22/2022,476254,24,3.5
16478920,6/22/2022,741354,181,2.7
16478920,6/22/2022,632148,92,6.3
16478920,6/22/2022,258741,881,7.7
16478920,6/22/2022,963258,594,2.3
16478920,6/22/2022,789654,229,2.5
16478920,6/22/2022,654123,261,3.5
16478920,6/22/2022,123654,967,2.1
16478920,6/22/2022,456987,785,2.7
16478920,6/22/2022,547812,390,3
16478920,6/22/2022,982147,881,2.1
16478920,6/22/2022,854187,651,2.2
16478920,6/22/2022,683192,381,2.2
16478920,6/22/2022,885962,310,3.7
16478920,6/23/2022,125689,203,3.6
16478920,6/23/2022,127843,539,7.6
16478920,6/23/2022,123491,987,4.2
16478920,6/23/2022,125729,708,6.7
16478920,6/23/2022,127841,201,7.6
16478920,6/23/2022,126234,97,2.9
16478920,6/23/2022,164945,842,2.9
16478920,6/23/2022,134875,898,5.4
16478920,6/23/2022,147853,738,6.9
16478920,6/23/2022,141023,491,7.8
16478920,6/23/2022,245984,124,4
16478920,6/23/2022,345789,919,2.3
16478920,6/23/2022,476254,364,2.2
16478920,6/23/2022,741354,525,6.2
16478920,6/23/2022,632148,465,6
16478920,6/23/2022,258741,981,2.5
16478920,6/23/2022,963258,204,3.2
16478920,6/23/2022,789654,705,2.4
16478920,6/23/2022,654123,253,4.2
16478920,6/23/2022,123654,350,5.4
16478920,6/23/2022,456987,802,3.5
16478920,6/23/2022,547812,756,6.1
16478920,6/23/2022,982147,692,5.5
16478920,6/23/2022,854187,396,4.9
16478920,6/23/2022,683192,105,6.4
16478920,6/23/2022,885962,977,3
16478920,6/24/2022,125689,665,8
16478920,6/24/2022,127843,488,5.8
16478920,6/24/2022,123491,532,3.3
16478920,6/24/2022,125729,563,7.2
16478920,6/24/2022,127841,190,3.8
16478920,6/24/2022,126234,837,4.7
16478920,6/24/2022,164945,479,4.6
16478920,6/24/2022,134875,710,4.3
16478920,6/24/2022,147853,532,7
16478920,6/24/2022,141023,271,4.6
16478920,6/24/2022,245984,788,7.1
16478920,6/24/2022,345789,196,2.5
16478920,6/24/2022,476254,975,3.1
16478920,6/24/2022,741354,715,2.4
16478920,6/24/2022,632148,163,2.2
16478920,6/24/2022,258741,166,6.2
16478920,6/24/2022,963258,918,3.6
16478920,6/24/2022,789654,540,3.1
16478920,6/24/2022,654123,806,2.3
16478920,6/24/2022,123654,96,7.5
16478920,6/24/2022,456987,842,7.4
16478920,6/24/2022,547812,524,6.9
16478920,6/24/2022,982147,148,2.8
16478920,6/24/2022,854187,210,4.3
16478920,6/24/2022,683192,861,3.5
16478920,6/24/2022,885962,978,7.5
16478920,6/27/2022,125689,518,3.8
16478920,6/27/2022,127843,892,5.9
16478920,6/27/2022,123491,635,3.7
16478920,6/27/2022,125729,569,5
16478920,6/27/2022,127841,994,6.4
16478920,6/27/2022,126234,29,3.9
16478920,6/27/2022,164945,688,2.8
16478920,6/27/2022,134875,942,6.6
16478920,6/27/2022,147853,492,2.5
16478920,6/27/2022,141023,264,3.6
16478920,6/27/2022,245984,8,6.1
16478920,6/27/2022,345789,267,7.9
16478920,6/27/2022,476254,445,7.7
16478920,6/27/2022,741354,323,2.7
16478920,6/27/2022,632148,986,6.2
16478920,6/27/2022,258741,553,3.3
16478920,6/27/2022,963258,790,3.9
16478920,6/27/2022,789654,818,2.6
16478920,6/27/2022,654123,729,2
16478920,6/27/2022,123654,520,2.5
16478920,6/27/2022,456987,4,2.6
16478920,6/27/2022,547812,17,5.3
16478920,6/27/2022,982147,759,7.4
16478920,6/27/2022,854187,336,3.9
16478920,6/27/2022,683192,797,6.7
16478920,6/27/2022,885962,193,2.3
16478920,6/28/2022,125689,411,4.6
16478920,6/28/2022,127843,973,2.3
16478920,6/28/2022,123491,857,2.2
16478920,6/28/2022,125729,216,3.3
16478920,6/28/2022,127841,146,4.8
16478920,6/28/2022,126234,728,6.6
16478920,6/28/2022,164945,307,3
16478920,6/28/2022,134875,820,3.7
16478920,6/28/2022,147853,229,3.6
16478920,6/28/2022,141023,613,3.1
16478920,6/28/2022,245984,475,2.7
16478920,6/28/2022,345789,176,2
16478920,6/28/2022,476254,855,2
16478920,6/28/2022,741354,620,3.7
16478920,6/28/2022,632148,312,3.6
16478920,6/28/2022,258741,657,7.3
16478920,6/28/2022,963258,702,5.6
16478920,6/28/2022,789654,975,6.9
16478920,6/28/2022,654123,819,3
16478920,6/28/2022,123654,697,2.5
16478920,6/28/2022,456987,470,2.4
16478920,6/28/2022,547812,458,2.4
16478920,6/28/2022,982147,622,3.1
16478920,6/28/2022,854187,21,2.8
16478920,6/28/2022,683192,524,7.6
16478920,6/28/2022,885962,23,2.7
16478920,6/29/2022,125689,985,3.9
16478920,6/29/2022,127843,106,5.7
16478920,6/29/2022,123491,103,5.2
16478920,6/29/2022,125729,874,2.8
16478920,6/29/2022,127841,46,4.1
16478920,6/29/2022,126234,264,3.6
16478920,6/29/2022,164945,236,4
16478920,6/29/2022,134875,915,5.4
16478920,6/29/2022,147853,300,7.1
16478920,6/29/2022,141023,304,4
16478920,6/29/2022,245984,9,7.6
16478920,6/29/2022,345789,513,2.5
16478920,6/29/2022,476254,727,7.9
16478920,6/29/2022,741354,767,3.4
16478920,6/29/2022,632148,408,4.3
16478920,6/29/2022,258741,58,2.9
16478920,6/29/2022,963258,508,7.2
16478920,6/29/2022,789654,605,3.8
16478920,6/29/2022,654123,907,5.8
16478920,6/29/2022,123654,244,4.6
16478920,6/29/2022,456987,185,4
16478920,6/29/2022,547812,184,5.4
16478920,6/29/2022,982147,293,3.4
16478920,6/29/2022,854187,901,2.2
16478920,6/29/2022,683192,826,6.5
16478920,6/29/2022,885962,185,4.1
16478920,6/30/2022,125689,89,3.9
16478920,6/30/2022,127843,801,7.3
16478920,6/30/2022,123491,571,5.9
16478920,6/30/2022,125729,400,2.9
16478920,6/30/2022,127841,632,3.7
16478920,6/30/2022,126234,913,5.3
16478920,6/30/2022,164945,618,2
16478920,6/30/2022,134875,390,2.5
16478920,6/30/2022,147853,28,3.5
16478920,6/30/2022,141023,287,2.6
16478920,6/30/2022,245984,431,2.4
16478920,6/30/2022,345789,147,7
16478920,6/30/2022,476254,988,2.5
16478920,6/30/2022,741354,704,2.3
16478920,6/30/2022,632148,43,7
16478920,6/30/2022,258741,129,3.1
16478920,6/30/2022,963258,687,2.1
16478920,6/30/2022,789654,993,7.3
16478920,6/30/2022,654123,714,3.2
16478920,6/30/2022,123654,72,2
16478920,6/30/2022,456987,253,5
16478920,6/30/2022,547812,431,2.3
16478920,6/30/2022,982147,322,6.8
16478920,6/30/2022,854187,211,4.2
16478920,6/30/2022,683192,833,7.6
16478920,6/30/2022,885962,261,7.7
16478920,7/1/2022,125689,713,6.8
16478920,7/1/2022,127843,882,2.2
16478920,7/1/2022,123491,988,4.7
16478920,7/1/2022,125729,152,7.9
16478920,7/1/2022,127841,592,6.9
16478920,7/1/2022,126234,162,5.9
16478920,7/1/2022,164945,998,3.1
16478920,7/1/2022,134875,157,4.7
16478920,7/1/2022,147853,142,4.1
16478920,7/1/2022,141023,909,4.5
16478920,7/1/2022,245984,565,3
16478920,7/1/2022,345789,419,3
16478920,7/1/2022,476254,107,7.2
16478920,7/1/2022,741354,450,5.1
16478920,7/1/2022,632148,942,3.4
16478920,7/1/2022,258741,801,7.4
16478920,7/1/2022,963258,562,2.6
16478920,7/1/2022,789654,814,2
16478920,7/1/2022,654123,982,7.7
16478920,7/1/2022,123654,697,4.9
16478920,7/1/2022,456987,149,5.7
16478920,7/1/2022,547812,769,7.6
16478920,7/1/2022,982147,183,4.1
16478920,7/1/2022,854187,780,5.1
16478920,7/1/2022,683192,705,6.1
16478920,7/1/2022,885962,895,3.5
16478920,7/4/2022,125689,139,3.5
16478920,7/4/2022,127843,343,5
16478920,7/4/2022,123491,1,6.9
16478920,7/4/2022,125729,345,4.6
16478920,7/4/2022,127841,468,5.6
16478920,7/4/2022,126234,227,5.8
16478920,7/4/2022,164945,869,3.8
16478920,7/4/2022,134875,519,2.1
16478920,7/4/2022,147853,976,3
16478920,7/4/2022,141023,151,5.5
16478920,7/4/2022,245984,152,4
16478920,7/4/2022,345789,171,7.6
16478920,7/4/2022,476254,749,3.4
16478920,7/4/2022,741354,231,4.4
16478920,7/4/2022,632148,576,3.5
16478920,7/4/2022,258741,736,2.2
16478920,7/4/2022,963258,206,6.1
16478920,7/4/2022,789654,722,2.9
16478920,7/4/2022,654123,552,6.8
16478920,7/4/2022,123654,920,6.4
16478920,7/4/2022,456987,508,7.7
16478920,7/4/2022,547812,108,5.9
16478920,7/4/2022,982147,581,3.2
16478920,7/4/2022,854187,629,6.7
16478920,7/4/2022,683192,209,2.8
16478920,7/4/2022,885962,81,5.3
16478920,7/5/2022,125689,894,3.9
16478920,7/5/2022,127843,134,5.2
16478920,7/5/2022,123491,784,6
16478920,7/5/2022,125729,592,5.2
16478920,7/5/2022,127841,108,5.6
16478920,7/5/2022,126234,75,3.8
16478920,7/5/2022,164945,524,2.9
16478920,7/5/2022,134875,952,7.6
16478920,7/5/2022,147853,745,3.7
16478920,7/5/2022,141023,77,3.1
16478920,7/5/2022,245984,283,2.2
16478920,7/5/2022,345789,215,6.9
16478920,7/5/2022,476254,978,6.8
16478920,7/5/2022,741354,504,5
16478920,7/5/2022,632148,468,4.9
16478920,7/5/2022,258741,556,2.8
16478920,7/5/2022,963258,227,3.9
16478920,7/5/2022,789654,933,6.1
16478920,7/5/2022,654123,680,3.8
16478920,7/5/2022,123654,695,6.1
16478920,7/5/2022,456987,322,7.9
16478920,7/5/2022,547812,761,2.3
16478920,7/5/2022,982147,620,2.6
16478920,7/5/2022,854187,773,3.7
16478920,7/5/2022,683192,787,2.8
16478920,7/5/2022,885962,72,3.4
16478920,7/6/2022,125689,363,2.9
16478920,7/6/2022,127843,287,3.1
16478920,7/6/2022,123491,393,4.1
16478920,7/6/2022,125729,119,6
16478920,7/6/2022,127841,976,2.9
16478920,7/6/2022,126234,459,7.6
16478920,7/6/2022,164945,784,6.2
16478920,7/6/2022,134875,766,5.5
16478920,7/6/2022,147853,531,4.7
16478920,7/6/2022,141023,388,2.6
16478920,7/6/2022,245984,785,2.1
16478920,7/6/2022,345789,735,3.1
16478920,7/6/2022,476254,160,5.6
16478920,7/6/2022,741354,472,5.6
16478920,7/6/2022,632148,248,5.3
16478920,7/6/2022,258741,687,7.3
16478920,7/6/2022,963258,463,2.7
16478920,7/6/2022,789654,697,4.6
16478920,7/6/2022,654123,937,5.6
16478920,7/6/2022,123654,660,3
16478920,7/6/2022,456987,827,3.3
16478920,7/6/2022,547812,358,4.4
16478920,7/6/2022,982147,795,6.2
16478920,7/6/2022,854187,386,2.9
16478920,7/6/2022,683192,117,2.5
16478920,7/6/2022,885962,667,2.6
16478920,7/7/2022,125689,560,3.8
16478920,7/7/2022,127843,945,2.7
16478920,7/7/2022,123491,983,7.8
16478920,7/7/2022,125729,711,5
16478920,7/7/2022,127841,474,3
16478920,7/7/2022,126234,218,4.6
16478920,7/7/2022,164945,318,3.1
16478920,7/7/2022,134875,787,4.7
16478920,7/7/2022,147853,265,5.1
16478920,7/7/2022,141023,822,4.7
16478920,7/7/2022,245984,401,4.6
16478920,7/7/2022,345789,53,4.2
16478920,7/7/2022,476254,688,4.4
16478920,7/7/2022,741354,397,2.9
16478920,7/7/2022,632148,94,2.5
16478920,7/7/2022,258741,899,4.2
16478920,7/7/2022,963258,629,3.6
16478920,7/7/2022,789654,943,6.3
16478920,7/7/2022,654123,2,4.1
16478920,7/7/2022,123654,167,4.6
16478920,7/7/2022,456987,919,2.5
16478920,7/7/2022,547812,220,6.8
16478920,7/7/2022,982147,380,3.5
16478920,7/7/2022,854187,664,7.4
16478920,7/7/2022,683192,602,2.9
16478920,7/7/2022,885962,954,3.5
16478920,7/8/2022,125689,471,4.8
16478920,7/8/2022,127843,14,4.3
16478920,7/8/2022,123491,845,3.6
16478920,7/8/2022,125729,728,4.4
16478920,7/8/2022,127841,440,2.8
16478920,7/8/2022,126234,89,3
16478920,7/8/2022,164945,926,2.7
16478920,7/8/2022,134875,807,7.9
16478920,7/8/2022,147853,296,6.3
16478920,7/8/2022,141023,818,2.4
16478920,7/8/2022,245984,908,3.5
16478920,7/8/2022,345789,650,7.9
16478920,7/8/2022,476254,894,3
16478920,7/8/2022,741354,863,5.3
16478920,7/8/2022,632148,1,3.6
16478920,7/8/2022,258741,274,2.9
16478920,7/8/2022,963258,755,7.7
16478920,7/8/2022,789654,264,2.5
16478920,7/8/2022,654123,457,6.6
16478920,7/8/2022,123654,265,3.7
16478920,7/8/2022,456987,764,3.7
16478920,7/8/2022,547812,530,3.5
16478920,7/8/2022,982147,619,3.4
16478920,7/8/2022,854187,568,7.4
16478920,7/8/2022,683192,52,7.8
16478920,7/8/2022,885962,36,5.9
16478920,7/11/2022,125689,915,3
16478920,7/11/2022,127843,367,2
16478920,7/11/2022,123491,543,5.2
16478920,7/11/2022,125729,133,2.4
16478920,7/11/2022,127841,204,7.7
16478920,7/11/2022,126234,98,5.8
16478920,7/11/2022,164945,484,2.2
16478920,7/11/2022,134875,237,2.3
16478920,7/11/2022,147853,174,7.1
16478920,7/11/2022,141023,116,7.2
