"GameDate","Attendance","GameCode","GameDay","VisitTeam","VisitLeague","HomeTeam","HomeLeague","HomeGameNum","VisitScore","HomeScore","DayNight","GameMinutes","GameYear","GameMonth","Winner","WinTeam"
1979-05-11,4121,0,"Fri","CLE","AL","MIN","AL",29,3,4,"N",146,"1979","05","HOME","MIN"
1979-05-12,8090,0,"Sat","CLE","AL","MIN","AL",30,0,4,"D",146,"1979","05","HOME","MIN"
1979-05-13,10172,0,"Sun","CLE","AL","MIN","AL",31,3,2,"D",137,"1979","05","VISIT","CLE"
1979-05-14,6406,0,"Mon","TEX","AL","MIN","AL",32,7,5,"N",167,"1979","05","VISIT","TEX"
1979-05-15,7499,0,"Tue","TEX","AL","MIN","AL",33,9,8,"N",172,"1979","05","VISIT","TEX"
1979-05-16,6121,0,"Wed","TEX","AL","MIN","AL",34,8,4,"N",143,"1979","05","VISIT","TEX"
1979-05-25,9606,0,"Fri","KCA","AL","MIN","AL",41,4,3,"N",161,"1979","05","VISIT","KCA"
1979-05-26,9023,0,"Sat","KCA","AL","MIN","AL",42,7,4,"D",161,"1979","05","VISIT","KCA"
1979-05-27,35148,0,"Sun","KCA","AL","MIN","AL",43,2,1,"D",126,"1979","05","VISIT","KCA"
1979-05-28,9505,0,"Mon","OAK","AL","MIN","AL",44,7,10,"D",169,"1979","05","HOME","MIN"
1979-05-30,3073,0,"Wed","OAK","AL","MIN","AL",45,5,4,"N",148,"1979","05","VISIT","OAK"
1979-05-31,4345,0,"Thu","OAK","AL","MIN","AL",46,2,13,"D",131,"1979","05","HOME","MIN"
1979-06-01,15871,0,"Fri","BOS","AL","MIN","AL",47,5,2,"N",127,"1979","06","VISIT","BOS"
1979-06-02,14701,0,"Sat","BOS","AL","MIN","AL",48,2,8,"D",128,"1979","06","HOME","MIN"
1979-06-03,17353,0,"Sun","BOS","AL","MIN","AL",49,8,2,"D",145,"1979","06","VISIT","BOS"
1979-06-12,27733,0,"Tue","NYA","AL","MIN","AL",57,4,1,"N",146,"1979","06","VISIT","NYA"
1979-06-13,19660,0,"Wed","NYA","AL","MIN","AL",58,7,8,"N",151,"1979","06","HOME","MIN"
1979-06-14,24129,0,"Thu","NYA","AL","MIN","AL",59,2,4,"N",122,"1979","06","HOME","MIN"
1979-06-15,11831,0,"Fri","BAL","AL","MIN","AL",60,6,5,"N",179,"1979","06","VISIT","BAL"
1979-06-17,15966,0,"Sun","BAL","AL","MIN","AL",61,8,5,"D",148,"1979","06","VISIT","BAL"
1979-06-26,21711,0,"Tue","MIL","AL","MIN","AL",69,7,8,"N",171,"1979","06","HOME","MIN"
1979-06-27,18602,0,"Wed","MIL","AL","MIN","AL",70,9,8,"N",182,"1979","06","VISIT","MIL"
1979-06-28,22224,0,"Thu","MIL","AL","MIN","AL",71,6,5,"D",191,"1979","06","VISIT","MIL"
1979-06-29,12763,0,"Fri","CHA","AL","MIN","AL",72,2,5,"N",134,"1979","06","HOME","MIN"
1979-06-30,11919,0,"Sat","CHA","AL","MIN","AL",73,4,16,"D",174,"1979","06","HOME","MIN"
1979-07-01,24904,0,"Sun","CHA","AL","MIN","AL",74,1,2,"D",176,"1979","07","HOME","MIN"
1979-07-02,6629,0,"Mon","SEA","AL","MIN","AL",75,0,7,"N",136,"1979","07","HOME","MIN"
1979-07-03,0,1,"Tue","SEA","AL","MIN","AL",76,2,12,"N",162,"1979","07","HOME","MIN"
1979-07-03,12422,2,"Tue","SEA","AL","MIN","AL",77,10,2,"N",138,"1979","07","VISIT","SEA"
1979-07-04,34365,0,"Wed","SEA","AL","MIN","AL",78,2,7,"N",131,"1979","07","HOME","MIN"
1979-07-05,8422,0,"Thu","SEA","AL","MIN","AL",79,4,0,"D",129,"1979","07","VISIT","SEA"
1979-07-19,17391,0,"Thu","DET","AL","MIN","AL",90,8,3,"N",165,"1979","07","VISIT","DET"
1979-07-20,14509,0,"Fri","DET","AL","MIN","AL",91,6,14,"N",150,"1979","07","HOME","MIN"
1979-07-21,0,1,"Sat","TOR","AL","MIN","AL",92,4,6,"D",143,"1979","07","HOME","MIN"
1979-07-21,12887,2,"Sat","TOR","AL","MIN","AL",93,3,4,"D",121,"1979","07","HOME","MIN"
1979-07-22,18927,0,"Sun","TOR","AL","MIN","AL",94,1,13,"D",151,"1979","07","HOME","MIN"
1979-07-23,7482,0,"Mon","TOR","AL","MIN","AL",95,6,7,"N",186,"1979","07","HOME","MIN"
1979-07-24,10243,0,"Tue","CLE","AL","MIN","AL",96,4,2,"N",158,"1979","07","VISIT","CLE"
1979-07-25,10762,0,"Wed","CLE","AL","MIN","AL",97,2,0,"N",130,"1979","07","VISIT","CLE"
1979-07-26,18728,0,"Thu","CLE","AL","MIN","AL",98,7,2,"D",150,"1979","07","VISIT","CLE"
1979-08-03,30653,0,"Fri","CAL","AL","MIN","AL",105,1,4,"N",143,"1979","08","HOME","MIN"
1979-08-04,26084,0,"Sat","CAL","AL","MIN","AL",106,7,1,"D",150,"1979","08","VISIT","CAL"
1979-08-05,0,1,"Sun","CAL","AL","MIN","AL",107,11,7,"D",178,"1979","08","VISIT","CAL"
1979-08-05,41182,2,"Sun","CAL","AL","MIN","AL",108,1,7,"D",169,"1979","08","HOME","MIN"
1979-08-10,0,1,"Fri","OAK","AL","MIN","AL",112,6,5,"N",194,"1979","08","VISIT","OAK"
1979-08-10,13742,2,"Fri","OAK","AL","MIN","AL",113,2,3,"N",236,"1979","08","HOME","MIN"
1979-08-11,9535,0,"Sat","OAK","AL","MIN","AL",114,7,9,"D",168,"1979","08","HOME","MIN"
1979-08-12,14500,0,"Sun","OAK","AL","MIN","AL",115,0,1,"D",103,"1979","08","HOME","MIN"
1979-08-20,13895,0,"Mon","BOS","AL","MIN","AL",123,5,10,"N",154,"1979","08","HOME","MIN"
1979-08-21,19386,0,"Tue","BOS","AL","MIN","AL",124,2,7,"N",131,"1979","08","HOME","MIN"
1979-08-22,24356,0,"Wed","BOS","AL","MIN","AL",125,9,4,"N",119,"1979","08","VISIT","BOS"
1979-08-24,29800,0,"Fri","NYA","AL","MIN","AL",126,7,5,"N",152,"1979","08","VISIT","NYA"
1979-08-25,36363,0,"Sat","NYA","AL","MIN","AL",127,1,4,"N",158,"1979","08","HOME","MIN"
1979-08-27,0,1,"Mon","BAL","AL","MIN","AL",128,3,4,"N",149,"1979","08","HOME","MIN"
1979-08-27,17207,2,"Mon","BAL","AL","MIN","AL",129,5,1,"N",144,"1979","08","VISIT","BAL"
1979-08-29,0,1,"Wed","BAL","AL","MIN","AL",130,4,0,"D",134,"1979","08","VISIT","BAL"
1979-08-29,11470,2,"Wed","BAL","AL","MIN","AL",131,7,4,"D",167,"1979","08","VISIT","BAL"
1979-09-03,19643,0,"Mon","KCA","AL","MIN","AL",136,1,0,"N",142,"1979","09","VISIT","KCA"
1979-09-04,10610,0,"Tue","KCA","AL","MIN","AL",137,1,5,"N",110,"1979","09","HOME","MIN"
1979-09-05,11647,0,"Wed","KCA","AL","MIN","AL",138,3,8,"N",168,"1979","09","HOME","MIN"
1979-09-07,10793,0,"Fri","TEX","AL","MIN","AL",139,5,4,"N",179,"1979","09","VISIT","TEX"
1979-09-08,15382,0,"Sat","TEX","AL","MIN","AL",140,6,2,"N",147,"1979","09","VISIT","TEX"
1979-09-09,9261,0,"Sun","TEX","AL","MIN","AL",141,6,5,"D",143,"1979","09","VISIT","TEX"
1979-09-20,5357,0,"Thu","NYA","AL","MIN","AL",153,1,3,"D",126,"1979","09","HOME","MIN"
1979-09-25,5275,0,"Tue","CHA","AL","MIN","AL",157,9,3,"N",171,"1979","09","VISIT","CHA"
1979-09-26,4458,0,"Wed","CHA","AL","MIN","AL",158,6,5,"N",188,"1979","09","VISIT","CHA"
1979-09-27,3797,0,"Thu","CHA","AL","MIN","AL",159,4,2,"D",164,"1979","09","VISIT","CHA"
1979-09-28,14376,0,"Fri","MIL","AL","MIN","AL",160,10,1,"N",157,"1979","09","VISIT","MIL"
1979-09-29,8658,0,"Sat","MIL","AL","MIN","AL",161,11,8,"D",166,"1979","09","VISIT","MIL"
1979-09-30,10277,0,"Sun","MIL","AL","MIN","AL",162,0,5,"D",114,"1979","09","HOME","MIN"
1980-04-22,36268,0,"Tue","CAL","AL","MIN","AL",13,1,8,"D",149,"1980","04","HOME","MIN"
1980-04-23,4772,0,"Wed","CAL","AL","MIN","AL",14,17,0,"D",161,"1980","04","VISIT","CAL"
1980-04-25,2664,0,"Fri","OAK","AL","MIN","AL",15,3,10,"D",162,"1980","04","HOME","MIN"
1980-04-26,6325,0,"Sat","OAK","AL","MIN","AL",16,1,5,"D",145,"1980","04","HOME","MIN"
1980-04-27,19859,0,"Sun","OAK","AL","MIN","AL",17,11,20,"D",197,"1980","04","HOME","MIN"
1980-04-28,2544,0,"Mon","SEA","AL","MIN","AL",18,6,4,"D",164,"1980","04","VISIT","SEA"
1980-04-29,2580,0,"Tue","SEA","AL","MIN","AL",19,5,3,"D",135,"1980","04","VISIT","SEA"
1980-04-30,2891,0,"Wed","SEA","AL","MIN","AL",20,3,10,"D",132,"1980","04","HOME","MIN"
1980-05-02,17067,0,"Fri","NYA","AL","MIN","AL",21,9,6,"N",169,"1980","05","VISIT","NYA"
1980-05-03,12054,0,"Sat","NYA","AL","MIN","AL",22,7,3,"D",160,"1980","05","VISIT","NYA"
1980-05-04,13085,0,"Sun","NYA","AL","MIN","AL",23,10,1,"D",159,"1980","05","VISIT","NYA"
1980-05-16,12331,0,"Fri","MIL","AL","MIN","AL",33,3,4,"N",155,"1980","05","HOME","MIN"
1980-05-17,13394,0,"Sat","MIL","AL","MIN","AL",34,14,11,"D",167,"1980","05","VISIT","MIL"
1980-05-18,17929,0,"Sun","MIL","AL","MIN","AL",35,4,10,"D",152,"1980","05","HOME","MIN"
1980-05-26,5436,0,"Mon","CHA","AL","MIN","AL",42,6,3,"N",141,"1980","05","VISIT","CHA"
1980-05-27,4362,0,"Tue","CHA","AL","MIN","AL",43,2,0,"N",151,"1980","05","VISIT","CHA"
1980-05-28,4256,0,"Wed","CHA","AL","MIN","AL",44,4,6,"N",163,"1980","05","HOME","MIN"
1980-05-29,5204,0,"Thu","CHA","AL","MIN","AL",45,2,5,"D",145,"1980","05","HOME","MIN"
1980-05-30,4889,0,"Fri","BAL","AL","MIN","AL",46,3,2,"N",172,"1980","05","VISIT","BAL"
1980-05-31,8288,0,"Sat","BAL","AL","MIN","AL",47,11,1,"D",149,"1980","05","VISIT","BAL"
1980-06-02,6322,0,"Mon","BOS","AL","MIN","AL",48,6,2,"N",153,"1980","06","VISIT","BOS"
1980-06-03,8346,0,"Tue","BOS","AL","MIN","AL",49,4,9,"N",141,"1980","06","HOME","MIN"
1980-06-06,5495,0,"Fri","TOR","AL","MIN","AL",50,0,5,"N",124,"1980","06","HOME","MIN"
1980-06-07,5375,0,"Sat","TOR","AL","MIN","AL",51,2,3,"D",108,"1980","06","HOME","MIN"
1980-06-08,0,1,"Sun","TOR","AL","MIN","AL",52,1,5,"D",144,"1980","06","HOME","MIN"
1980-06-08,17869,2,"Sun","TOR","AL","MIN","AL",53,6,4,"D",217,"1980","06","VISIT","TOR"
1980-06-19,14704,0,"Thu","DET","AL","MIN","AL",62,1,5,"D",157,"1980","06","HOME","MIN"
1980-06-20,7668,0,"Fri","CLE","AL","MIN","AL",63,4,3,"N",268,"1980","06","VISIT","CLE"
1980-06-21,7665,0,"Sat","CLE","AL","MIN","AL",64,2,3,"D",145,"1980","06","HOME","MIN"
1980-06-22,9676,0,"Sun","CLE","AL","MIN","AL",65,11,6,"D",180,"1980","06","VISIT","CLE"
1980-06-23,7525,0,"Mon","KCA","AL","MIN","AL",66,1,4,"N",143,"1980","06","HOME","MIN"
1980-06-24,0,1,"Tue","KCA","AL","MIN","AL",67,1,2,"N",151,"1980","06","HOME","MIN"
1980-06-24,11556,2,"Tue","KCA","AL","MIN","AL",68,4,2,"N",157,"1980","06","VISIT","KCA"
1980-06-25,9150,0,"Wed","KCA","AL","MIN","AL",69,4,1,"N",124,"1980","06","VISIT","KCA"
1980-07-03,7612,0,"Thu","TEX","AL","MIN","AL",76,3,10,"N",164,"1980","07","HOME","MIN"
1980-07-04,32948,0,"Fri","TEX","AL","MIN","AL",77,4,3,"N",214,"1980","07","VISIT","TEX"
1980-07-05,9398,0,"Sat","TEX","AL","MIN","AL",78,1,2,"D",145,"1980","07","HOME","MIN"
1980-07-06,9614,0,"Sun","TEX","AL","MIN","AL",79,1,4,"D",149,"1980","07","HOME","MIN"
1980-07-12,14963,0,"Sat","SEA","AL","MIN","AL",82,3,8,"N",138,"1980","07","HOME","MIN"
1980-07-13,8573,0,"Sun","SEA","AL","MIN","AL",83,6,7,"D",258,"1980","07","HOME","MIN"
1980-07-14,11060,0,"Mon","SEA","AL","MIN","AL",84,8,5,"D",153,"1980","07","VISIT","SEA"
1980-07-21,0,1,"Mon","BAL","AL","MIN","AL",91,7,8,"N",198,"1980","07","HOME","MIN"
1980-07-21,15373,2,"Mon","BAL","AL","MIN","AL",92,12,5,"N",182,"1980","07","VISIT","BAL"
1980-07-22,11554,0,"Tue","BAL","AL","MIN","AL",93,8,4,"N",153,"1980","07","VISIT","BAL"
1980-07-23,10793,0,"Wed","BAL","AL","MIN","AL",94,8,7,"N",200,"1980","07","VISIT","BAL"
1980-07-25,0,1,"Fri","BOS","AL","MIN","AL",95,7,5,"N",162,"1980","07","VISIT","BOS"
1980-07-25,23998,2,"Fri","BOS","AL","MIN","AL",96,0,6,"N",150,"1980","07","HOME","MIN"
1980-07-26,18961,0,"Sat","BOS","AL","MIN","AL",97,5,1,"D",136,"1980","07","VISIT","BOS"
1980-07-27,26008,0,"Sun","BOS","AL","MIN","AL",98,4,5,"D",140,"1980","07","HOME","MIN"
1980-07-28,23182,0,"Mon","NYA","AL","MIN","AL",99,7,6,"N",213,"1980","07","VISIT","NYA"
1980-07-29,26501,0,"Tue","NYA","AL","MIN","AL",100,2,3,"N",132,"1980","07","HOME","MIN"
1980-07-30,27020,0,"Wed","NYA","AL","MIN","AL",101,1,2,"N",158,"1980","07","HOME","MIN"
1980-08-12,13181,0,"Tue","OAK","AL","MIN","AL",112,2,3,"N",149,"1980","08","HOME","MIN"
1980-08-13,11615,0,"Wed","OAK","AL","MIN","AL",113,6,2,"N",170,"1980","08","VISIT","OAK"
1980-08-14,13077,0,"Thu","OAK","AL","MIN","AL",114,2,1,"D",179,"1980","08","VISIT","OAK"
1980-08-15,14685,0,"Fri","CAL","AL","MIN","AL",115,5,4,"N",157,"1980","08","VISIT","CAL"
1980-08-17,0,1,"Sun","CAL","AL","MIN","AL",116,1,8,"D",139,"1980","08","HOME","MIN"
1980-08-17,16400,2,"Sun","CAL","AL","MIN","AL",117,5,6,"D",153,"1980","08","HOME","MIN"
1980-08-18,2508,0,"Mon","CAL","AL","MIN","AL",118,3,8,"D",143,"1980","08","HOME","MIN"
1980-08-19,6902,0,"Tue","TOR","AL","MIN","AL",119,4,3,"N",172,"1980","08","VISIT","TOR"
1980-08-20,4198,0,"Wed","TOR","AL","MIN","AL",120,10,4,"N",173,"1980","08","VISIT","TOR"
1980-08-21,0,1,"Thu","DET","AL","MIN","AL",121,3,5,"N",142,"1980","08","HOME","MIN"
1980-08-21,8687,2,"Thu","DET","AL","MIN","AL",122,4,2,"N",127,"1980","08","VISIT","DET"
1980-08-22,12473,0,"Fri","DET","AL","MIN","AL",123,5,6,"N",237,"1980","08","HOME","MIN"
1980-08-23,7062,0,"Sat","DET","AL","MIN","AL",124,4,3,"D",148,"1980","08","VISIT","DET"
1980-08-24,11859,0,"Sun","DET","AL","MIN","AL",125,3,2,"D",147,"1980","08","VISIT","DET"
1980-09-01,4304,0,"Mon","CLE","AL","MIN","AL",133,5,2,"N",154,"1980","09","VISIT","CLE"
1980-09-02,2934,0,"Tue","CLE","AL","MIN","AL",134,3,5,"N",149,"1980","09","HOME","MIN"
1980-09-03,2877,0,"Wed","CLE","AL","MIN","AL",135,7,1,"N",109,"1980","09","VISIT","CLE"
1980-09-09,6348,0,"Tue","MIL","AL","MIN","AL",139,2,15,"N",154,"1980","09","HOME","MIN"
1980-09-10,6722,0,"Wed","MIL","AL","MIN","AL",140,3,1,"N",125,"1980","09","VISIT","MIL"
1980-09-19,2911,0,"Fri","CHA","AL","MIN","AL",148,3,6,"N",144,"1980","09","HOME","MIN"
1980-09-21,0,1,"Sun","CHA","AL","MIN","AL",149,4,5,"D",164,"1980","09","HOME","MIN"
1980-09-21,4066,2,"Sun","CHA","AL","MIN","AL",150,4,6,"D",148,"1980","09","HOME","MIN"
1980-09-22,2377,0,"Mon","TEX","AL","MIN","AL",151,0,1,"N",158,"1980","09","HOME","MIN"
1980-09-23,2427,0,"Tue","TEX","AL","MIN","AL",152,2,8,"N",158,"1980","09","HOME","MIN"
1980-09-24,2863,0,"Wed","TEX","AL","MIN","AL",153,5,9,"N",131,"1980","09","HOME","MIN"
1980-09-26,9837,0,"Fri","KCA","AL","MIN","AL",154,0,3,"N",150,"1980","09","HOME","MIN"
1980-09-27,6848,0,"Sat","KCA","AL","MIN","AL",155,3,8,"D",141,"1980","09","HOME","MIN"
1980-09-28,6938,0,"Sun","KCA","AL","MIN","AL",156,7,8,"D",162,"1980","09","HOME","MIN"
1981-04-09,42658,0,"Thu","OAK","AL","MIN","AL",1,5,1,"D",166,"1981","04","VISIT","OAK"
1981-04-10,4552,0,"Fri","OAK","AL","MIN","AL",2,6,3,"D",147,"1981","04","VISIT","OAK"
1981-04-11,5536,0,"Sat","OAK","AL","MIN","AL",3,3,0,"D",154,"1981","04","VISIT","OAK"
1981-04-12,5699,0,"Sun","OAK","AL","MIN","AL",4,1,0,"D",134,"1981","04","VISIT","OAK"
1981-04-24,2759,0,"Fri","CAL","AL","MIN","AL",12,5,7,"D",179,"1981","04","HOME","MIN"
1981-04-25,5467,0,"Sat","CAL","AL","MIN","AL",13,6,4,"D",155,"1981","04","VISIT","CAL"
1981-04-26,0,1,"Sun","CAL","AL","MIN","AL",14,7,1,"D",131,"1981","04","VISIT","CAL"
1981-04-26,18702,2,"Sun","CAL","AL","MIN","AL",15,2,5,"D",129,"1981","04","HOME","MIN"
1981-04-27,1874,0,"Mon","SEA","AL","MIN","AL",16,8,3,"D",161,"1981","04","VISIT","SEA"
1981-04-28,2046,0,"Tue","SEA","AL","MIN","AL",17,1,4,"D",118,"1981","04","HOME","MIN"
1981-04-29,2171,0,"Wed","SEA","AL","MIN","AL",18,7,7,"D",140,"1981","04","VISIT","SEA"
1981-05-08,4664,0,"Fri","CLE","AL","MIN","AL",26,7,8,"N",180,"1981","05","HOME","MIN"
1981-05-09,4187,0,"Sat","CLE","AL","MIN","AL",27,2,1,"N",172,"1981","05","VISIT","CLE"
1981-05-10,3609,0,"Sun","CLE","AL","MIN","AL",28,5,1,"D",134,"1981","05","VISIT","CLE"
1981-05-12,3572,0,"Tue","BOS","AL","MIN","AL",29,3,4,"N",147,"1981","05","HOME","MIN"
1981-05-13,4077,0,"Wed","BOS","AL","MIN","AL",30,5,2,"N",142,"1981","05","VISIT","BOS"
1981-05-14,4884,0,"Thu","BOS","AL","MIN","AL",31,9,7,"D",193,"1981","05","VISIT","BOS"
1981-05-15,6268,0,"Fri","BAL","AL","MIN","AL",32,9,4,"N",183,"1981","05","VISIT","BAL"
1981-05-16,6302,0,"Sat","BAL","AL","MIN","AL",33,7,0,"D",133,"1981","05","VISIT","BAL"
1981-05-17,9313,0,"Sun","BAL","AL","MIN","AL",34,6,3,"D",145,"1981","05","VISIT","BAL"
1981-05-29,6734,0,"Fri","KCA","AL","MIN","AL",45,3,1,"N",150,"1981","05","VISIT","KCA"
1981-05-30,8673,0,"Sat","KCA","AL","MIN","AL",46,6,5,"N",146,"1981","05","VISIT","KCA"
1981-05-31,6718,0,"Sun","KCA","AL","MIN","AL",47,4,5,"D",162,"1981","05","HOME","MIN"
1981-06-02,3655,0,"Tue","TEX","AL","MIN","AL",48,5,3,"N",136,"1981","06","VISIT","TEX"
1981-06-03,3789,0,"Wed","TEX","AL","MIN","AL",49,6,3,"N",142,"1981","06","VISIT","TEX"
1981-06-04,4793,0,"Thu","TEX","AL","MIN","AL",50,3,7,"D",140,"1981","06","HOME","MIN"
1981-06-08,11978,0,"Mon","MIL","AL","MIN","AL",54,0,1,"N",139,"1981","06","HOME","MIN"
1981-06-09,9731,0,"Tue","MIL","AL","MIN","AL",55,1,3,"N",124,"1981","06","HOME","MIN"
1981-06-10,5495,0,"Wed","DET","AL","MIN","AL",56,4,2,"N",142,"1981","06","VISIT","DET"
1981-06-11,4623,0,"Thu","DET","AL","MIN","AL",57,7,2,"N",156,"1981","06","VISIT","DET"
1981-08-10,15414,0,"Mon","OAK","AL","MIN","AL",58,2,6,"N",151,"1981","08","HOME","MIN"
1981-08-11,8836,0,"Tue","OAK","AL","MIN","AL",59,6,5,"N",149,"1981","08","VISIT","OAK"
1981-08-12,9624,0,"Wed","OAK","AL","MIN","AL",60,3,4,"N",145,"1981","08","HOME","MIN"
1981-08-13,5673,0,"Thu","SEA","AL","MIN","AL",61,11,1,"N",142,"1981","08","VISIT","SEA"
1981-08-14,0,1,"Fri","SEA","AL","MIN","AL",62,1,6,"N",112,"1981","08","HOME","MIN"
1981-08-14,5630,2,"Fri","SEA","AL","MIN","AL",63,13,3,"N",152,"1981","08","VISIT","SEA"
1981-08-15,17831,0,"Sat","SEA","AL","MIN","AL",64,6,0,"N",137,"1981","08","VISIT","SEA"
1981-08-16,6274,0,"Sun","SEA","AL","MIN","AL",65,7,4,"D",147,"1981","08","VISIT","SEA"
1981-08-27,4625,0,"Thu","DET","AL","MIN","AL",75,3,4,"N",133,"1981","08","HOME","MIN"
1981-08-28,5415,0,"Fri","DET","AL","MIN","AL",76,0,6,"N",135,"1981","08","HOME","MIN"
1981-08-29,10296,0,"Sat","DET","AL","MIN","AL",77,1,7,"N",152,"1981","08","HOME","MIN"
1981-08-30,8217,0,"Sun","DET","AL","MIN","AL",78,6,1,"D",143,"1981","08","VISIT","DET"
1981-08-31,12774,0,"Mon","NYA","AL","MIN","AL",79,7,0,"N",136,"1981","08","VISIT","NYA"
1981-09-01,14075,0,"Tue","NYA","AL","MIN","AL",80,11,6,"N",142,"1981","09","VISIT","NYA"
1981-09-02,16231,0,"Wed","NYA","AL","MIN","AL",81,3,4,"N",153,"1981","09","HOME","MIN"
1981-09-03,5257,0,"Thu","MIL","AL","MIN","AL",82,4,3,"D",139,"1981","09","VISIT","MIL"
1981-09-04,7976,0,"Fri","MIL","AL","MIN","AL",83,16,5,"N",160,"1981","09","VISIT","MIL"
1981-09-05,9952,0,"Sat","MIL","AL","MIN","AL",84,5,3,"D",120,"1981","09","VISIT","MIL"
1981-09-06,9764,0,"Sun","MIL","AL","MIN","AL",85,8,7,"D",186,"1981","09","VISIT","MIL"
1981-09-07,5024,0,"Mon","TOR","AL","MIN","AL",86,0,4,"N",133,"1981","09","HOME","MIN"
1981-09-08,2839,0,"Tue","TOR","AL","MIN","AL",87,0,1,"N",135,"1981","09","HOME","MIN"
1981-09-09,3381,0,"Wed","TOR","AL","MIN","AL",88,1,3,"N",129,"1981","09","HOME","MIN"
1981-09-11,6954,0,"Fri","CHA","AL","MIN","AL",89,3,4,"N",154,"1981","09","HOME","MIN"
1981-09-12,7967,0,"Sat","CHA","AL","MIN","AL",90,1,3,"N",148,"1981","09","HOME","MIN"
1981-09-13,16308,0,"Sun","CHA","AL","MIN","AL",91,6,7,"D",197,"1981","09","HOME","MIN"
1981-09-25,15607,0,"Fri","TEX","AL","MIN","AL",102,5,2,"N",131,"1981","09","VISIT","TEX"
1981-09-26,4959,0,"Sat","TEX","AL","MIN","AL",103,3,7,"D",125,"1981","09","HOME","MIN"
1981-09-27,4428,0,"Sun","TEX","AL","MIN","AL",104,2,5,"D",140,"1981","09","HOME","MIN"
1981-09-28,3654,0,"Mon","KCA","AL","MIN","AL",105,6,1,"D",141,"1981","09","VISIT","KCA"
1981-09-29,3676,0,"Tue","KCA","AL","MIN","AL",106,4,2,"D",141,"1981","09","VISIT","KCA"
1981-09-30,15900,0,"Wed","KCA","AL","MIN","AL",107,5,2,"D",157,"1981","09","VISIT","KCA"
1982-04-06,52279,0,"Tue","SEA","AL","MIN","AL",1,11,7,"N",152,"1982","04","VISIT","SEA"
1982-04-07,5213,0,"Wed","SEA","AL","MIN","AL",2,5,7,"N",170,"1982","04","HOME","MIN"
1982-04-08,10412,0,"Thu","SEA","AL","MIN","AL",3,1,4,"D",152,"1982","04","HOME","MIN"
1982-04-09,19105,0,"Fri","CAL","AL","MIN","AL",4,1,2,"N",140,"1982","04","HOME","MIN"
1982-04-10,23769,0,"Sat","CAL","AL","MIN","AL",5,8,1,"D",143,"1982","04","VISIT","CAL"
1982-04-11,12710,0,"Sun","CAL","AL","MIN","AL",6,1,3,"D",115,"1982","04","HOME","MIN"
1982-04-13,10594,0,"Tue","OAK","AL","MIN","AL",7,8,3,"N",176,"1982","04","VISIT","OAK"
1982-04-14,10534,0,"Wed","OAK","AL","MIN","AL",8,7,5,"N",212,"1982","04","VISIT","OAK"
1982-04-15,15064,0,"Thu","OAK","AL","MIN","AL",9,5,11,"D",172,"1982","04","HOME","MIN"
1982-04-27,7479,0,"Tue","DET","AL","MIN","AL",20,5,2,"N",163,"1982","04","VISIT","DET"
1982-04-28,7747,0,"Wed","DET","AL","MIN","AL",21,2,4,"N",153,"1982","04","HOME","MIN"
1982-04-30,23547,0,"Fri","MIL","AL","MIN","AL",22,4,7,"N",123,"1982","04","HOME","MIN"
1982-05-01,25587,0,"Sat","MIL","AL","MIN","AL",23,6,5,"D",157,"1982","05","VISIT","MIL"
1982-05-02,24605,0,"Sun","MIL","AL","MIN","AL",24,11,4,"D",167,"1982","05","VISIT","MIL"
1982-05-10,7790,0,"Mon","BOS","AL","MIN","AL",32,9,5,"N",141,"1982","05","VISIT","BOS"
1982-05-11,8321,0,"Tue","BOS","AL","MIN","AL",33,6,10,"N",159,"1982","05","HOME","MIN"
1982-05-12,11264,0,"Wed","BOS","AL","MIN","AL",34,4,1,"N",131,"1982","05","VISIT","BOS"
1982-05-24,5515,0,"Mon","CLE","AL","MIN","AL",45,9,2,"N",157,"1982","05","VISIT","CLE"
1982-05-25,5665,0,"Tue","CLE","AL","MIN","AL",46,7,0,"N",120,"1982","05","VISIT","CLE"
1982-05-26,5188,0,"Wed","CLE","AL","MIN","AL",47,2,1,"N",129,"1982","05","VISIT","CLE"
1982-05-28,18854,0,"Fri","NYA","AL","MIN","AL",48,10,5,"N",149,"1982","05","VISIT","NYA"
1982-05-29,18109,0,"Sat","NYA","AL","MIN","AL",49,6,4,"D",150,"1982","05","VISIT","NYA"
1982-05-30,16352,0,"Sun","NYA","AL","MIN","AL",50,8,6,"D",196,"1982","05","VISIT","NYA"
1982-06-04,8517,0,"Fri","BAL","AL","MIN","AL",54,0,6,"N",140,"1982","06","HOME","MIN"
1982-06-05,11151,0,"Sat","BAL","AL","MIN","AL",55,3,1,"N",133,"1982","06","VISIT","BAL"
1982-06-06,11240,0,"Sun","BAL","AL","MIN","AL",56,7,5,"D",211,"1982","06","VISIT","BAL"
1982-06-07,6274,0,"Mon","KCA","AL","MIN","AL",57,5,4,"N",183,"1982","06","VISIT","KCA"
1982-06-08,6543,0,"Tue","KCA","AL","MIN","AL",58,9,4,"N",143,"1982","06","VISIT","KCA"
1982-06-09,7030,0,"Wed","KCA","AL","MIN","AL",59,8,5,"N",146,"1982","06","VISIT","KCA"
1982-06-10,13667,0,"Thu","KCA","AL","MIN","AL",60,7,8,"N",175,"1982","06","HOME","MIN"
1982-06-18,9614,0,"Fri","TEX","AL","MIN","AL",66,3,2,"N",144,"1982","06","VISIT","TEX"
